path,#multi,nodes,type
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18462_00012_SYY_WYP_SYY_WYP_stamp_2021_01_27_14_13.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18463_00013_SYY_WYP_SYY_WYP_stamp_2021_01_27_14_16.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18463_00014_SYY_WYP_SYY_WYP_stamp_2021_01_27_14_19.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18464_00102_WYP_DYJ_stamp_2021_01_27_15_30.ano.eswc,1,[67162],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18465_00058_LJ_SYY_LJ_SYY_stamp_2021_01_27_15_14.ano.eswc,1,[7269],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18465_00059_LJ_SYY_LJ_SYY_stamp_2021_01_27_15_08.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18864_00002_WYP_DYJ_stamp_2021_01_27_15_44.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18864_00015_LJ_SYY_LJ_SYY_stamp_2021_01_27_14_40.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18864_00021_SYY_WYP_SYY_WYP_stamp_2021_01_27_14_21.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18864_00023_LJ_SYY_stamp_2021_01_27_15_45.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18864_00025_LJ_SYY_stamp_2021_01_27_14_48.ano.eswc,1,[39428],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18864_00026_SYY_WYP_SYY_WYP_stamp_2021_01_19_10_53.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18864_00029_DYJ_YLL_DYJ_YLL_stamp_2021_01_27_16_35.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18864_00040_WYP_DYJ_stamp_2021_01_27_15_57.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18864_00043_SYY_WYP_SYY_WYP_stamp_2021_01_27_14_26.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18864_00057_SYY_WYP_SYY_WYP_stamp_2021_01_27_14_29.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18864_00114_LJ_SYY_LJ_SYY_stamp_2021_01_27_15_01.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18864_00117_DYJ_YLL_DYJ_YLL_stamp_2021_01_27_16_37.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18864_00119_WYP_DYJ_stamp_2021_01_27_16_01.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18864_00313_WYP_DYJ_stamp_2021_01_27_16_23.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\18869_00025_YLL_LJ&SYY_stamp_2021_01_27_14_15.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_17543_01053_ZLL_YLL_ZLL_YLL_ZLL_YLL_ZLL_YLL_stamp_2021_01_19_10_54.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_17543_01090_YLL_WYP_YLL_WYP_YLL_ZLL_YLL_ZLLstamp_2020_12_17_09_26_stamp_2021_01_19_11_05.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_17543_01139_YLL_WYP_YLL_WYP_YLL_ZLLstamp_2020_12_15_17_28_stamp_2021_01_19_11_08.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_17543_01171_ZLL_YLL_ZLL_YLL_ZLL_YLL_ZLL_YLL_stamp_2021_01_19_11_18.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_17543_01241_YLL_WYP_YLL_WYP_YLL_stamp_2021_01_19_11_13.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_17543_01274_YLL_ZZL_YLL_ZLL_YLL_ZLL_stamp_2021_01_19_11_19.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_17543_01276_YLL_ZLL_YLL_ZLL_YLL_ZLL_stamp_2021_01_19_11_22.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_17781_00066_CX_WYP_CX_WYP_CX_WYP_stamp_2021_01_19_11_43.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18047_00009_LJ_SYY_SYY_stamp_2021_01_19_11_16.ano.eswc,1,[17444],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_182712_00003_DYJ_YLL_DYJ_YLL_stamp_2021_01_27_13_55.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_182712_00004_DYJ_YLL_DYJ_YLL_stamp_2021_01_27_13_57.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_182712_00027_DYJ_YLL_DYJ_YLL_DYJ_YLL_stamp_2021_01_27_14_00.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18454_00305_YLL_LJ_YLL_LJ_stamp_2021_01_27_15_07.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18454_00376_YLL_LJ_YLL_LJ_YLL_LJ_stamp_2021_01_27_14_14.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18454_00377_YLL_LJ&SYY_YLL_SYY&LJ_stamp_2021_01_27_14_13.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18454_00450_YLL_LJ_YLL_LJ_stamp_2021_01_27_14_12.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18454_00579_YLL_LJ_YLL_LJ_stamp_2021_01_27_14_11.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18454_00865_YLL_LJ_YLL_LJ_YLL_LJ_stamp_2021_01_27_14_11.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18455_00109_SYY_DYJCX_stamp_2021_01_27_14_39.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18455_00241_SYY_DYJCX_stamp_2021_01_27_14_42.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18458_00150_LJ_SYY_LJ_SYY_LJ_SYY_stamp_2021_01_19_12_34.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18458_00348_DYJ_YW_DYJ_YW_DYJ_YW_stamp_2021_01_27_14_02.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18458_00351_SYY_DYJ&CX_stamp_2021_01_27_14_44.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18458_00354_DYJ_YW_DYJ_YW_stamp_2021_01_27_14_04.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18458_00356_DYJ_YW_DYJ_YW_stamp_2021_01_27_14_05.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18458_00357_DYJ_YW_DYJ_YW_stamp_2021_01_27_14_06.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18458_00360_DYJ_YW_DYJ_YW_stamp_2021_01_27_14_06.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18458_00367_DYJ_YW_DYJ_YW_stamp_2021_01_27_14_07.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18458_00369_DYJ_YW_DYJ_YW_DYJ_YLL_stamp_2021_01_27_14_08.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18458_00373_DYJ_YW_DYJ_YW_stamp_2021_01_27_14_08.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18458_00374_DYJ_YW_DYJ_YW_stamp_2021_01_27_14_09.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18464_00077_YLL_WYP_YLL_WYP_stamp_2021_01_27_14_09.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18464_00086_YLL_WYP_YLL_WYP_stamp_2021_01_27_15_03.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18464_00087_YLL_LJ&SYY_YLL_LJ&SYY_stamp_2021_01_27_14_08.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18464_00099_YLL_WYP_stamp_2021_01_27_14_07.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18464_00102_YLL_WYP_YLL_WYP_stamp_2021_01_27_14_07.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18464_00103_YLL_WYP_stamp_2021_01_27_14_07.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18464_00138_YLL_WYP_stamp_2021_01_27_14_06.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18464_00159_YLL_LJ&SYY_YLL_LJ&SYY_stamp_2021_01_27_14_05.ano.eswc,1,[3344],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18464_00163_YLL_WYP_YLL_WYP_stamp_2021_01_27_14_05.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18464_00168_YLL_WYP_YLL_WYP_stamp_2021_01_27_14_57.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18464_00169_YLL_LJ&SYY_YLL_SYY&LJ_YLL_SYY&LJ_stamp_2021_01_27_14_04.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18464_00180_YLL_LJ&SYY_YLL_LJ&SYY_stamp_2021_01_27_14_04.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18464_00182_YLL_LJ&SYY_YLL_LJ&SYY_stamp_2021_01_27_14_03.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18465_00102_YLL_LJ&SYY_YLL_LJ&SYY_stamp_2021_01_27_14_03.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18465_00267_CX_YW_CX_YLL_stamp_2021_01_27_14_01.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18465_00268_CX_YW_CX_YW_CX_YW_stamp_2021_01_27_14_47.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18465_00366_YLL_LJ&SYY_YLL_LJ&SYY_stamp_2021_01_27_14_02.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18465_00367_YLL_LJ&SYY_YLL_SYY&LJ_stamp_2021_01_27_14_01.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18465_00368_YLL_LJ&SYY_YLL_SYY&LJ_stamp_2021_01_27_14_01.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18465_00369_YLL_LJ&SYY_YLL_SYY&LJ_stamp_2021_01_27_14_00.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18465_00370_YLL_LJ&SYY_YLL_LJ&SYY_stamp_2021_01_27_14_45.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18465_00371_YLL_LJ&SYY_YLL_LJ&SYY_stamp_2021_01_27_13_58.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18465_00373_YLL_LJ&SYY_YLL_LJ&SYY_stamp_2021_01_27_14_37.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18467_00104_LJ_WYP_LJ_WYP_LJ_WYP_stamp_2021_05_13_09_53.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18467_00342_CX_LJ_CX_LJ_stamp_2021_05_13_15_10.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18467_00495_LJ_WYP_LJ_WYP_LJ_WYP_stamp_2021_05_13_09_50.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18469_00001_SYY_YLL_SYY_YLL_stamp_2021_05_11_14_31.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18469_00002_YLL_CX_YLL_CX_YLL_CX_stamp_2021_05_12_11_16.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18469_00086_LJ_WYP_LJ_WYP_stamp_2021_05_12_20_05.ano.eswc,2,"[64431, 129379]",R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00003_CX_LJ_CX_LJ_stamp_2021_05_13_14_29.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00008_SYY_YLL_SYY_YLL_stamp_2021_05_11_14_36.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00012_SYY_YLL_SYY_YLL_stamp_2021_05_11_14_38.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00014_SYY_YLL_SYY_YLL_stamp_2021_05_11_15_01.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00016_SYY_YLL_SYY_YLL_stamp_2021_05_11_15_03.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00018_YLL_CX_YLL_CX_stamp_2021_05_13_14_22.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00021_LJ_SYY_LJ_SYY_stamp_2021_05_12_17_34.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00025_CX_LJ_CX_LJ_CX_LJ_stamp_2021_05_13_14_34.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00026_CX_DYJ_CX_DYJ_CX_DYJ_stamp_2021_01_19_11_05.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00027_CX_LJ_CX_LJ_stamp_2021_05_13_14_41.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00036_ZLL_YLL_ZLL_YLL_ZLL_YLL_stamp_2021_01_19_11_39.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00038_SYY_LJ_SYY_LJ_stamp_2021_01_14_15_59.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00039_CX_LJ_CX_LJ_CX_LJ_stamp_2021_05_13_14_44.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00042_LJ_WYP_LJ_WYP_stamp_2021_05_12_17_42.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00043_CX_DYJ_CX_DYJ_CX_DYJ_stamp_2021_01_18_17_45.ano.eswc,1,[53997],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00044_YLL_CX_YLL_CX_YLL_CX_stamp_2021_05_12_11_06.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00046_CX_LJ_CX_LJ_CX_LJ_stamp_2021_05_13_14_48.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00048_YLL_CX_YLL_CX_stamp_2021_05_12_11_07.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00051_SYY_YLL_SYY_YLL_stamp_2021_05_11_15_05.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00059_SYY_LJ_SYY_LJ_stamp_2021_01_19_11_05.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00060_YLL_CX_YLL_CX_stamp_2021_05_12_11_07.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00062_WYP_DYJ_WYP_DYJ_WYP_DYJ_WYP_stamp_2021_01_19_14_51.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00065_CX_LJ_CX_LJ_stamp_2021_05_13_14_52.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00067_CX_LJ_CX_LJ_CX_LJ_CX_LJ_stamp_2021_05_13_14_55.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00069_DYJ_WYP_DYJ_WYP_DYJ_WYP_stamp_2021_01_19_12_49.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00073_LJ_WYP_LJ_WYP_stamp_2021_05_12_19_53.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00074_SYY_LJ_SYY_LJ_stamp_2021_01_19_11_11.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00079_LJ_WYP_LJ_WYP_stamp_2021_05_12_19_55.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00081_CX_LJ_CX_LJ_stamp_2021_05_13_15_04.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00082_LJ_SYY_LJ_SYY_stamp_2021_01_19_11_36.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00083_LJ_WYP_LJ_WYP_LJ_WYP_stamp_2021_05_12_19_58.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00084_LJ_WYP_LJ_WYP_stamp_2021_05_12_19_59.ano.eswc,1,[515],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00088_LJ_WYP_LJ_WYP_stamp_2021_05_12_20_01.ano.eswc,2,"[2831, 7296]",R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00098_LJ_WYP_LJ_WYP_stamp_2021_05_12_20_03.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00108_SYY_YLL_SYY_YLL_stamp_2021_05_11_15_07.ano.eswc,2,"[21292, 26075]",R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00111_YLL_CX_YLL_CX_stamp_2021_05_12_11_08.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00113_SYY_YLL_SYY_YLL_stamp_2021_05_11_15_08.ano.eswc,1,[1554],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00114_SYY_YLL_SYY_YLL_stamp_2021_05_11_15_09.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00147_YLL_CX_YLL_CX_YLL_CX_stamp_2021_05_12_11_09.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00153_DYJ_YLL_DYJ_YLL_stamp_2021_01_19_13_09.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00163_YLL_CX_YLL_CX_YLL_CX_stamp_2021_05_12_11_09.ano.eswc,0,[],R165
Z:\SEU-ALLEN\Projects\fullNeurons\V2022_08_10\manual_final\R165\pre_18864_00174_WYP_ZLL_WYP_DYJ_WYP_DYJ_WYP_stamp_2021_01_19_12_09.ano.eswc,0,[],R165
